0,0.17362225,0.3705654,-0.5973406,27
0,0.19760498,0.35217044,-0.59257305,30
0,0.19760498,0.35217044,-0.59257305,32
0,0.18717976,0.33649343,-0.6021047,33
0,0.23221186,0.34187913,-0.61127186,38
0,0.18919924,0.38151768,-0.570399,42
0,0.16944051,0.35692778,-0.63359135,56
0,0.17693792,0.3284187,-0.6321655,57
0,0.1948209,0.33752197,-0.62478936,73
0,0.19760498,0.35217044,-0.59257305,98
1,0.06593281,0.31979007,-0.57990146,0
1,0.157329,0.3369708,-0.6030599,4
1,0.14980282,0.3301222,-0.6375323,20
1,0.122274905,0.36425003,-0.6361216,21
1,0.15671557,0.36479145,-0.65018725,43
1,0.14382389,0.35921168,-0.60696626,49
1,0.11195429,0.28244448,-0.6405381,55
1,0.1227617,0.2863157,-0.6057545,67
1,0.14230472,0.31791255,-0.6329144,83
1,0.15220237,0.3064186,-0.6227025,89
2,0.1940787,0.3067838,-0.57401025,2
2,0.19572386,0.24599239,-0.6366488,3
2,0.1851901,0.30547702,-0.6269196,8
2,0.1964595,0.29060802,-0.6158453,13
2,0.23517561,0.2866902,-0.57771456,18
2,0.2452113,0.29777282,-0.6117619,23
2,0.21181244,0.28517666,-0.60486615,25
2,0.2112041,0.28623962,-0.62666464,28
2,0.18764487,0.2855577,-0.61974186,29
2,0.22203737,0.2689091,-0.5771835,34
2,0.21122208,0.29385394,-0.5896834,35
2,0.21185815,0.2822696,-0.57911766,44
2,0.2061198,0.30167124,-0.60238945,45
2,0.23187597,0.3176248,-0.62392116,52
2,0.22871563,0.273131,-0.595636,60
2,0.21518224,0.2982515,-0.5776537,81
2,0.23664176,0.27571386,-0.62515616,85
3,0.13369668,0.28880224,-0.72358435,24
3,0.14008784,0.23013733,-0.79923874,47
3,0.121474355,0.28640878,-0.7650745,74
3,0.10073736,0.26206154,-0.78549445,84
3,0.106121674,0.29759318,-0.7966422,88
4,0.17665683,0.30313155,-0.53632855,7
4,0.18113507,0.31138074,-0.5531454,12
4,0.14608097,0.308837,-0.5493423,17
4,0.19716215,0.28807452,-0.4949667,46
4,0.18886486,0.27155858,-0.49417406,53
4,0.19101268,0.28722075,-0.52911687,64
4,0.15853736,0.313734,-0.5473596,72
4,0.21098936,0.25627622,-0.5133603,77
4,0.18495408,0.30866784,-0.48871252,79
4,0.1927282,0.27172372,-0.53222346,92
5,0.21795826,0.3230725,-0.55029845,5
5,0.24649413,0.3338465,-0.5399885,14
5,0.21941915,0.3030798,-0.5562255,41
5,0.23531371,0.25239238,-0.550033,54
5,0.2551538,0.31362045,-0.49754316,62
5,0.25952587,0.3162128,-0.5154964,69
5,0.20578182,0.31147152,-0.5647985,94
5,0.20859331,0.3106293,-0.5351678,96
6,0.18635254,0.32980385,-0.70827186,6
6,0.1510901,0.3381334,-0.6609663,9
6,0.19859025,0.30467778,-0.680924,11
6,0.22156969,0.27559134,-0.68723696,16
6,0.14312981,0.27914035,-0.667633,22
6,0.18284753,0.34298998,-0.69846356,26
6,0.17830625,0.29996043,-0.63728917,37
6,0.17417705,0.3687628,-0.6769941,48
6,0.17168958,0.32248455,-0.716987,50
6,0.14642867,0.2762233,-0.6684981,51
6,0.16717803,0.334981,-0.6585585,58
6,0.16309428,0.34968954,-0.6862758,65
6,0.15193978,0.32356954,-0.662079,75
6,0.12956876,0.3482046,-0.693027,86
6,0.18874687,0.3171571,-0.67553246,87
6,0.15224285,0.3261612,-0.67435205,93
7,0.07399139,0.27131295,-0.76739776,19
7,0.08357577,0.28372842,-0.75582135,39
7,0.06461969,0.2715757,-0.75751746,40
7,0.097878814,0.29316822,-0.71063954,66
7,0.056801096,0.2958628,-0.7400071,68
7,0.03774555,0.29242212,-0.7564553,70
7,0.007276267,0.33697748,-0.6562784,71
7,0.06510341,0.26486486,-0.7433559,78
7,0.07057294,0.32636058,-0.7600509,91
7,0.07810569,0.2965896,-0.7569845,95
7,0.031207263,0.28765854,-0.74489266,99
8,0.021316975,0.2405306,-0.8137203,61
8,0.042161375,0.23643634,-0.8024516,63
8,0.061641425,0.26195705,-0.85315967,76
8,0.0040510893,0.31409907,-0.8013482,80
8,0.052708447,0.27536976,-0.81177056,90
9,0.14702836,0.34713262,-0.7334733,1
9,0.10088512,0.30606106,-0.74801743,10
9,0.10688177,0.32806346,-0.70392126,15
9,0.14158921,0.39906546,-0.7934937,31
9,0.08088127,0.36435124,-0.78138125,36
9,0.10011132,0.32477602,-0.75429565,59
9,0.13529967,0.3328061,-0.763333,82
9,0.13997933,0.32428873,-0.7381913,97
